,subj_idx,trial_idx,S,X,M,v,a,z,t,rt,response
0,1,0,-1,-1,-0.7507195390597989,-1.0169024535840538,1,0.42173371084238775,0.001,0.09800001978874207,0.0
1,1,1,1,1,0.9255590211222664,1.5261943221352818,1,0.42173371084238775,0.001,0.40799829363822937,1.0
2,1,2,-1,1,0.584534704786593,-1.1852133888137195,1,0.42173371084238775,0.001,0.24600031971931458,0.0
3,1,3,1,1,-0.23024686606651446,1.6718855047046117,1,0.42173371084238775,0.001,0.4169981777667999,1.0
4,1,4,1,1,0.35778683567785646,1.5977629151354127,1,0.42173371084238775,0.001,0.331999272108078,1.0
5,1,5,-1,-1,-1.4020932403517135,-0.9347957556621387,1,0.42173371084238775,0.001,0.1710001677274704,0.0
6,1,6,-1,-1,-1.7556792589115362,-0.8902256719180094,1,0.42173371084238775,0.001,0.5299967527389526,0.0
7,1,7,-1,1,1.7052820236715869,-1.3264853827182557,1,0.42173371084238775,0.001,1.1749988794326782,0.0
8,1,8,1,-1,-0.8092241113558843,1.7448665134379266,1,0.42173371084238775,0.001,0.31599947810173035,1.0
9,1,9,1,1,1.245017959074534,1.4859260115404889,1,0.42173371084238775,0.001,1.132996916770935,1.0
10,1,10,-1,-1,1.662519767910056,-1.3210951319155169,1,0.42173371084238775,0.001,1.0389925241470337,0.0
11,1,11,-1,1,1.27043341604793,-1.2716720195181346,1,0.42173371084238775,0.001,0.5019971132278442,0.0
12,1,12,-1,1,0.12645081172170625,-1.1274711806831554,1,0.42173371084238775,0.001,0.25600025057792664,0.0
13,1,13,-1,-1,-1.8374832275285646,-0.879914150702568,1,0.42173371084238775,0.001,0.6339954137802124,0.0
14,1,14,-1,-1,-0.1928988455466038,-1.0872166450935379,1,0.42173371084238775,0.001,2.787980318069458,0.0
15,1,15,1,-1,-0.08855510095381991,1.6540250308582516,1,0.42173371084238775,0.001,0.3639988601207733,1.0
16,1,16,1,1,1.0450408308323607,1.5111334487264028,1,0.42173371084238775,0.001,0.44899776577949524,1.0
17,1,17,1,-1,0.8417534210428455,1.536758152201246,1,0.42173371084238775,0.001,0.6179956197738647,1.0
18,1,18,1,1,0.6475039795201909,1.5612436053059202,1,0.42173371084238775,0.001,0.28799983859062195,0.0
19,1,19,-1,1,1.285926619404309,-1.273624962606414,1,0.42173371084238775,0.001,0.44599780440330505,0.0
20,1,20,1,-1,0.028572789199081017,1.6392608727782716,1,0.42173371084238775,0.001,0.23700030148029327,1.0
21,1,21,-1,1,0.6985591177165807,-1.1995863486209664,1,0.42173371084238775,0.001,0.7509939074516296,0.0
