,index,0
0,t,0.001
1,a,1.0
2,z,0.5
3,v_Intercept,0.5872970378020236
4,v_S,0.3499473861104607
5,v_X,0.22598187009115378
6,v_Intercept_std,0.1320962356706313
7,v_S_std,0.47184439990294136
8,v_X_std,0.554567657578796
9,v_Intercept_subj.1,0.6887869532572375
10,v_S_subj.1,0.4964901983802371
11,v_X_subj.1,1.0019479014594959
12,z_Intercept,0.5135959146104746
13,z_Intercept_std,0.01822752480002966
14,z_Intercept_subj.1,0.515304930035367
15,v_Intercept_subj.2,0.6089216795420727
16,v_S_subj.2,-0.2220422541805801
17,v_X_subj.2,-0.014439159509590016
18,z_Intercept_subj.2,0.5309410467597306
19,v_Intercept_subj.3,0.45663195260310996
20,v_S_subj.3,0.5313584447747016
21,v_X_subj.3,-0.45375490517787387
22,z_Intercept_subj.3,0.5035054583712292
23,v_Intercept_subj.4,0.46355626865612914
24,v_S_subj.4,1.0535256415132275
25,v_X_subj.4,0.39751769768757456
26,z_Intercept_subj.4,0.5276656660890647
27,v_Intercept_subj.5,0.6618035269965593
28,v_S_subj.5,0.12843019361928273
29,v_X_subj.5,0.9538451524500853
30,z_Intercept_subj.5,0.5041306646908553
31,v_Intercept_subj.6,0.5640145235059554
32,v_S_subj.6,-0.9974910773364467
33,v_X_subj.6,0.19214913109599394
34,z_Intercept_subj.6,0.5330015507306355
35,v_Intercept_subj.7,0.5855676615397827
36,v_S_subj.7,0.24740857179374776
37,v_X_subj.7,-0.48976066827877096
38,z_Intercept_subj.7,0.5160170037479113
39,v_Intercept_subj.8,0.427719151130447
40,v_S_subj.8,0.43063175581567376
41,v_X_subj.8,0.817886278715952
42,z_Intercept_subj.8,0.5183254638741426
43,v_Intercept_subj.9,0.5699283042088212
44,v_S_subj.9,-0.11283194256901907
45,v_X_subj.9,-0.13704220690535407
46,z_Intercept_subj.9,0.5053762171224455
47,v_Intercept_subj.10,0.5527451761159793
48,v_S_subj.10,1.3397593051718206
49,v_X_subj.10,0.5911191568955638
50,z_Intercept_subj.10,0.5246697858656736
51,v_Intercept_subj.11,0.9254302252831869
52,v_S_subj.11,0.34337182478570405
53,v_X_subj.11,-0.6522485351968531
54,z_Intercept_subj.11,0.5342584164557319
55,v_Intercept_subj.12,0.44818329437398163
56,v_S_subj.12,-0.03335529189328407
57,v_X_subj.12,0.9376731022782802
58,z_Intercept_subj.12,0.5313953965355974
59,v_Intercept_subj.13,0.5118585891399231
60,v_S_subj.13,0.014656607468111704
61,v_X_subj.13,-0.08073699854486899
62,z_Intercept_subj.13,0.5133687585742023
63,v_Intercept_subj.14,0.49025243275169256
64,v_S_subj.14,0.03216176631220158
65,v_X_subj.14,0.5895952998934796
66,z_Intercept_subj.14,0.5474530855428738
67,v_Intercept_subj.15,0.4392064896494194
68,v_S_subj.15,-0.2539858840728807
69,v_X_subj.15,-0.20220967923591693
70,z_Intercept_subj.15,0.5258286709153687
71,v_Intercept_subj.16,0.3108938280550487
72,v_S_subj.16,0.15065229469717198
73,v_X_subj.16,0.7137951627468753
74,z_Intercept_subj.16,0.5182812910334345
75,v_Intercept_subj.17,0.6259267395386974
76,v_S_subj.17,-0.03373194317701661
77,v_X_subj.17,1.0816762695662208
78,z_Intercept_subj.17,0.5307788727430501
79,v_Intercept_subj.18,0.4536016197493993
80,v_S_subj.18,0.01298633689332962
81,v_X_subj.18,0.7079416918780848
82,z_Intercept_subj.18,0.507951939010569
83,v_Intercept_subj.19,0.5802448006532833
84,v_S_subj.19,-0.17621467651588796
85,v_X_subj.19,0.998435367281832
86,z_Intercept_subj.19,0.5399996557416469
87,v_Intercept_subj.20,0.7468086543701433
88,v_S_subj.20,0.4865517918521376
89,v_X_subj.20,-0.36213498105514264
90,z_Intercept_subj.20,0.5424737427071545
91,v_Intercept_subj.21,0.6166885400261439
92,v_S_subj.21,1.5418397670692392
93,v_X_subj.21,0.23704978343633779
94,z_Intercept_subj.21,0.4970999640424924
95,v_Intercept_subj.22,0.5121858322901662
96,v_S_subj.22,0.5069254990068992
97,v_X_subj.22,-0.03449963071808926
98,z_Intercept_subj.22,0.5269757301982864
99,v_Intercept_subj.23,0.6047717557600295
100,v_S_subj.23,0.5523630244133205
101,v_X_subj.23,-0.17285338217416835
102,z_Intercept_subj.23,0.5298564147461609
103,v_Intercept_subj.24,0.44178842617974334
104,v_S_subj.24,-0.35781459945083016
105,v_X_subj.24,0.008673755476959671
106,z_Intercept_subj.24,0.5113794466530153
107,v_Intercept_subj.25,0.6438601357451128
108,v_S_subj.25,0.021718227881598384
109,v_X_subj.25,0.7520870663677032
110,z_Intercept_subj.25,0.529364581288618
111,v_Intercept_subj.26,0.4076536895162874
112,v_S_subj.26,0.3357258022894878
113,v_X_subj.26,-0.6226264993263899
114,z_Intercept_subj.26,0.5258018921237648
115,v_Intercept_subj.27,0.6414927535745579
116,v_S_subj.27,0.2262676620264312
117,v_X_subj.27,0.010572926514186898
118,z_Intercept_subj.27,0.5086550624627588
119,v_Intercept_subj.28,0.5692294740395606
120,v_S_subj.28,-0.2666287326396489
121,v_X_subj.28,-0.5184725304779553
122,z_Intercept_subj.28,0.5230106464451859
123,v_Intercept_subj.29,0.7538745846410078
124,v_S_subj.29,-0.06030675825870796
125,v_X_subj.29,0.09719825384837846
126,z_Intercept_subj.29,0.5151237447334008
127,v_Intercept_subj.30,0.6969290487724654
128,v_S_subj.30,0.5326773074330441
129,v_X_subj.30,0.9896241074254883
130,z_Intercept_subj.30,0.5174295032769161
