,subj_idx,trial_idx,S,X,M,v,a,z,t,rt,response
0,1,0,-1,1,0.7858143069645172,0.382037894814105,1.4580973633847119,0.6310094067729509,0.826347535536586,1.171346664428711,1.0
1,1,1,-1,1,-0.6696402494058433,0.382037894814105,1.4580973633847119,0.6451443300948159,0.826347535536586,2.0293476581573486,0.0
2,1,2,-1,1,-0.15703420718334304,0.382037894814105,1.4580973633847119,0.6401660591694707,0.826347535536586,0.938347578048706,1.0
3,1,3,1,-1,1.0882519438928069,-0.0020006566054523722,1.4580973633847119,0.6280722262275904,0.826347535536586,1.9963462352752686,0.0
4,1,4,-1,-1,-2.163206104507732,0.6278438724316042,1.4580973633847119,0.659649378531827,0.826347535536586,4.566258907318115,1.0
5,1,5,-1,1,-0.871788002938609,0.382037894814105,1.4580973633847119,0.6471075263920596,0.826347535536586,1.4103436470031738,1.0
6,1,6,-1,-1,-1.4404466379868015,0.6278438724316042,1.4580973633847119,0.6526301627172828,0.826347535536586,2.9223780632019043,1.0
7,1,7,-1,-1,1.9157224771552535,0.6278438724316042,1.4580973633847119,0.6200360890032612,0.826347535536586,1.2993450164794922,1.0
8,1,8,1,-1,-1.0618314957274206,-0.0020006566054523722,1.4580973633847119,0.6489531698624323,0.826347535536586,3.400343418121338,0.0
9,1,9,1,-1,0.33817206973250974,-0.0020006566054523722,1.4580973633847119,0.6353567693691984,0.826347535536586,2.5473718643188477,1.0
10,1,10,-1,-1,-0.9209275558046686,0.6278438724316042,1.4580973633847119,0.6475847544915508,0.826347535536586,1.5523416996002197,1.0
11,1,11,-1,1,0.205151141235966,0.382037894814105,1.4580973633847119,0.6366486273775933,0.826347535536586,3.31434965133667,1.0
12,1,12,-1,-1,0.33377006489250904,0.6278438724316042,1.4580973633847119,0.6353995202751636,0.826347535536586,1.0203477144241333,1.0
13,1,13,1,-1,-0.6310055452882873,-0.0020006566054523722,1.4580973633847119,0.6447691218288659,0.826347535536586,5.856165409088135,0.0
