,subj_idx,trial_idx,S,X,M,v,a,z,t,rt,response
0,1,0,-1,-1,-0.37595361094558244,1.302351471432106,1.9299299022389418,0.46754126704467325,1.5958120180969495,2.6848068237304688,1.0
1,1,1,1,1,0.2579478958580226,-0.8045851996262932,1.9299299022389418,0.39062729284402486,1.5958120180969495,3.4278416633605957,0.0
2,1,2,-1,1,0.04025574269223353,1.302351471432106,1.9299299022389418,0.3900169497534142,1.5958120180969495,2.382805347442627,1.0
3,1,3,1,1,0.538047782655362,-0.8045851996262932,1.9299299022389418,0.3914126083829702,1.5958120180969495,2.5518031120300293,0.0
4,1,4,-1,-1,0.3562273236949478,1.302351471432106,1.9299299022389418,0.46959408138839615,1.5958120180969495,2.3238062858581543,1.0
5,1,5,-1,1,-0.024854286574865547,1.302351471432106,1.9299299022389418,0.38983440088376176,1.5958120180969495,4.1468095779418945,1.0
6,1,6,1,1,0.4406596603912194,-0.8045851996262932,1.9299299022389418,0.39113956148317597,1.5958120180969495,2.8208131790161133,0.0
7,1,7,1,1,1.9087848506984348,-0.8045851996262932,1.9299299022389418,0.3952557413868814,1.5958120180969495,2.058809518814087,0.0
8,1,8,-1,-1,0.9800117020393286,1.302351471432106,1.9299299022389418,0.4713429845060174,1.5958120180969495,4.143809795379639,1.0
9,1,9,-1,1,0.7274304100141851,1.302351471432106,1.9299299022389418,0.39194358010799196,1.5958120180969495,2.5358033180236816,1.0
10,1,10,-1,-1,-2.9460318313695835,1.302351471432106,1.9299299022389418,0.46033554345127403,1.5958120180969495,3.296835422515869,1.0
11,1,11,1,1,1.238179159750867,-0.8045851996262932,1.9299299022389418,0.39337556544097907,1.5958120180969495,2.5828027725219727,0.0
12,1,12,-1,1,2.0706386170778726,1.302351471432106,1.9299299022389418,0.39570953049485974,1.5958120180969495,2.568803071975708,1.0
13,1,13,1,1,1.5051986171561542,-0.8045851996262932,1.9299299022389418,0.3941242074040258,1.5958120180969495,1.7958121299743652,0.0
14,1,14,-1,1,1.104439061683838,1.302351471432106,1.9299299022389418,0.3930005985732912,1.5958120180969495,3.2108314037323,1.0
15,1,15,1,-1,-0.2895935933870263,-0.8045851996262932,1.9299299022389418,0.46778339446752865,1.5958120180969495,2.4498045444488525,0.0
16,1,16,-1,1,1.4535286183177891,1.302351471432106,1.9299299022389418,0.39397934032303905,1.5958120180969495,6.3666486740112305,1.0
17,1,17,-1,-1,-2.099888023042562,1.302351471432106,1.9299299022389418,0.4627078752949581,1.5958120180969495,3.287835121154785,1.0
18,1,18,1,-1,-2.397157082274415,-0.8045851996262932,1.9299299022389418,0.46187442257874417,1.5958120180969495,3.272834300994873,0.0
19,1,19,-1,-1,-2.141227994559072,1.302351471432106,1.9299299022389418,0.4625919704926296,1.5958120180969495,2.420804977416992,1.0
20,1,20,-1,1,0.9895397204086054,1.302351471432106,1.9299299022389418,0.39267845550086894,1.5958120180969495,2.8528146743774414,1.0
21,1,21,-1,1,0.07566322205222953,1.302351471432106,1.9299299022389418,0.39011622163836296,1.5958120180969495,2.5498032569885254,1.0
22,1,22,-1,-1,-1.5432243775237744,1.302351471432106,1.9299299022389418,0.46426859213704724,1.5958120180969495,3.0678248405456543,1.0
23,1,23,-1,-1,0.3750383382805611,1.302351471432106,1.9299299022389418,0.4696468217954928,1.5958120180969495,2.796812057495117,1.0
24,1,24,1,-1,-2.531973799549546,-0.8045851996262932,1.9299299022389418,0.461496437195757,1.5958120180969495,6.0466718673706055,0.0
25,1,25,-1,-1,-0.8949697721008575,1.302351471432106,1.9299299022389418,0.4660861023854532,1.5958120180969495,3.3838396072387695,1.0
26,1,26,1,-1,1.2016968958558967,-0.8045851996262932,1.9299299022389418,0.47196452287737783,1.5958120180969495,2.1138088703155518,0.0
27,1,27,-1,1,1.0320666999204426,1.302351471432106,1.9299299022389418,0.3927976883153371,1.5958120180969495,2.1638083457946777,1.0
