,index,0
0,t,0.001
1,a,1.0
2,z,0.5
3,v_Intercept,0.4759523360861449
4,v_S,0.8936411570571314
5,v_M,-0.027199042555754893
6,v_Intercept_std,0.5354133453554428
7,v_S_std,0.5329806124865973
8,v_M_std,0.08580249137271634
9,v_Intercept_subj.1,0.2656653325949312
10,v_S_subj.1,1.3771971860080068
11,v_M_subj.1,-0.12605160103803287
12,z_Intercept,0.5786977303873089
13,z_Intercept_std,0.09428409078172996
14,z_Intercept_subj.1,0.42173371084238775
15,v_Intercept_subj.2,-0.07818768445791496
16,v_S_subj.2,0.6871780346048186
17,v_M_subj.2,0.09386120534524531
18,z_Intercept_subj.2,0.5031717666358111
19,v_Intercept_subj.3,0.7305904306064916
20,v_S_subj.3,1.2340720893717718
21,v_M_subj.3,-0.124305518858492
22,z_Intercept_subj.3,0.623073094242782
23,v_Intercept_subj.4,-0.14003705348883505
24,v_S_subj.4,0.7718006149959575
25,v_M_subj.4,0.047661661954381915
26,z_Intercept_subj.4,0.7205753090686821
27,v_Intercept_subj.5,1.557234924802224
28,v_S_subj.5,0.41903982893672376
29,v_M_subj.5,-0.10753734985890252
30,z_Intercept_subj.5,0.6242618493560959
31,v_Intercept_subj.6,0.4778253867247975
32,v_S_subj.6,1.6665672725625909
33,v_M_subj.6,-0.03264739810468507
34,z_Intercept_subj.6,0.4993996500462907
35,v_Intercept_subj.7,1.308372444281136
36,v_S_subj.7,-0.14064030592609678
37,v_M_subj.7,-0.045441697638273874
38,z_Intercept_subj.7,0.6964305971867937
39,v_Intercept_subj.8,0.6644825780372624
40,v_S_subj.8,0.11817574349981697
41,v_M_subj.8,-0.13943754814541287
42,z_Intercept_subj.8,0.7602975331671493
43,v_Intercept_subj.9,0.008092447716344375
44,v_S_subj.9,0.9703065796809552
45,v_M_subj.9,0.13652408285938555
46,z_Intercept_subj.9,0.501447121388423
47,v_Intercept_subj.10,0.3790409396557023
48,v_S_subj.10,0.4552101992579083
49,v_M_subj.10,-0.052405511715001685
50,z_Intercept_subj.10,0.6734502349918247
51,v_Intercept_subj.11,-0.2974869170253282
52,v_S_subj.11,0.8096775197747432
53,v_M_subj.11,-0.0019113190645730777
54,z_Intercept_subj.11,0.43106355079469255
55,v_Intercept_subj.12,1.7358294501074936
56,v_S_subj.12,0.1825551984566347
57,v_M_subj.12,-0.10425136167110598
58,z_Intercept_subj.12,0.49425023167735854
59,v_Intercept_subj.13,0.4516146936015012
60,v_S_subj.13,0.9313778960968541
61,v_M_subj.13,-0.04034729153684431
62,z_Intercept_subj.13,0.5812981846292876
63,v_Intercept_subj.14,0.3322120329543644
64,v_S_subj.14,1.4198905327241769
65,v_M_subj.14,0.05752247971156012
66,z_Intercept_subj.14,0.5702457505227718
67,v_Intercept_subj.15,0.9335209257010582
68,v_S_subj.15,1.1528460055278
69,v_M_subj.15,-0.0230091152438671
70,z_Intercept_subj.15,0.5901357543610984
71,v_Intercept_subj.16,0.8006993277943313
72,v_S_subj.16,-0.035449865610682973
73,v_M_subj.16,-0.019239205835081347
74,z_Intercept_subj.16,0.5596703878457726
75,v_Intercept_subj.17,0.48925865056543244
76,v_S_subj.17,1.3095855658032658
77,v_M_subj.17,-0.08163589444847158
78,z_Intercept_subj.17,0.30100505086556495
79,v_Intercept_subj.18,1.1403509120162845
80,v_S_subj.18,1.1174354804500517
81,v_M_subj.18,-0.032976993745411264
82,z_Intercept_subj.18,0.7714798785137678
83,v_Intercept_subj.19,0.4797000435479493
84,v_S_subj.19,1.026323268547635
85,v_M_subj.19,-0.01609227981996044
86,z_Intercept_subj.19,0.4015985824551458
87,v_Intercept_subj.20,-0.31138272423985797
88,v_S_subj.20,1.2310000965318575
89,v_M_subj.20,0.05805430017415027
90,z_Intercept_subj.20,0.6166302482564923
91,v_Intercept_subj.21,0.25516074900362246
92,v_S_subj.21,0.15816885221331656
93,v_M_subj.21,0.11275223361821146
94,z_Intercept_subj.21,0.4903502852846998
95,v_Intercept_subj.22,0.3615617453714115
96,v_S_subj.22,0.394447207877981
97,v_M_subj.22,-0.12119697218879191
98,z_Intercept_subj.22,0.5443766513414163
99,v_Intercept_subj.23,0.9148778912452129
100,v_S_subj.23,0.7537928150724844
101,v_M_subj.23,-0.033941008348122886
102,z_Intercept_subj.23,0.6169005620784689
103,v_Intercept_subj.24,1.3105094497505498
104,v_S_subj.24,1.0048674831619582
105,v_M_subj.24,0.18382140942871156
106,z_Intercept_subj.24,0.6333954245885655
107,v_Intercept_subj.25,0.979402634817556
108,v_S_subj.25,0.8092445414490209
109,v_M_subj.25,-0.05461166045758653
110,z_Intercept_subj.25,0.6629697393654349
111,v_Intercept_subj.26,0.19765791195325005
112,v_S_subj.26,2.1053271975567367
113,v_M_subj.26,-0.20530936376759093
114,z_Intercept_subj.26,0.6203764560568358
115,v_Intercept_subj.27,0.514070448784179
116,v_S_subj.27,0.8914929650214795
117,v_M_subj.27,-0.00993677000030022
118,z_Intercept_subj.27,0.5575834464167571
119,v_Intercept_subj.28,0.4049489269548849
120,v_S_subj.28,0.7243494165227489
121,v_M_subj.28,-0.11900605613142824
122,z_Intercept_subj.28,0.6288838906110524
123,v_Intercept_subj.29,0.5104284803238677
124,v_S_subj.29,1.2706031435106264
125,v_M_subj.29,0.05587642387434601
126,z_Intercept_subj.29,0.43005912583180794
127,v_Intercept_subj.30,0.16510833873794728
128,v_S_subj.30,0.6974780206824941
129,v_M_subj.30,-0.023816588765991794
130,z_Intercept_subj.30,0.32846129953450015
