,subj_idx,trial_idx,S,X,M,v,a,z,t,rt,response
0,1,0,-1,-1,-0.7507195390597989,0.6954438753483116,1,0.5435308817283686,0.001,0.8329928517341614,1.0
1,1,1,1,1,0.9255590211222664,1.7145472121725496,1,0.5435308817283686,0.001,0.4449978172779083,1.0
2,1,2,-1,1,0.584534704786593,0.9118261677368735,1,0.5435308817283686,0.001,0.13600009679794312,1.0
3,1,3,1,1,-0.23024686606651446,1.5706937012404971,1,0.5435308817283686,0.001,0.48799726366996765,1.0
4,1,4,1,1,0.35778683567785646,1.6438813476090803,1,0.5435308817283686,0.001,0.4059983193874359,1.0
5,1,5,-1,-1,-1.4020932403517135,0.6143728279533582,1,0.5435308817283686,0.001,0.390998512506485,1.0
6,1,6,-1,-1,-1.7556792589115362,0.5703649277080738,1,0.5435308817283686,0.001,0.41799816489219666,1.0
7,1,7,-1,1,1.7052820236715869,1.0513162313161721,1,0.5435308817283686,0.001,1.1909996271133423,1.0
8,1,8,1,-1,-0.8092241113558843,1.4484388939992858,1,0.5435308817283686,0.001,1.3110052347183228,1.0
9,1,9,1,1,1.245017959074534,1.754307599563233,1,0.5435308817283686,0.001,0.7149943709373474,1.0
10,1,10,-1,-1,1.662519767910056,0.9957996278797443,1,0.5435308817283686,0.001,0.4229981005191803,1.0
11,1,11,-1,1,1.27043341604793,0.997194254932468,1,0.5435308817283686,0.001,0.28499987721443176,1.0
12,1,12,-1,1,0.12645081172170625,0.8548122893259533,1,0.5435308817283686,0.001,0.513996958732605,1.0
13,1,13,-1,-1,-1.8374832275285646,0.5601834705757198,1,0.5435308817283686,0.001,0.29799970984458923,1.0
14,1,14,-1,-1,-0.1928988455466038,0.7648711607790865,1,0.5435308817283686,0.001,0.23100028932094574,1.0
15,1,15,1,-1,-0.08855510095381991,1.5381345500911743,1,0.5435308817283686,0.001,0.546996533870697,1.0
16,1,16,1,1,1.0450408308323607,1.7294181156779105,1,0.5435308817283686,0.001,0.21400025486946106,1.0
17,1,17,1,-1,0.8417534210428455,1.6539222862695506,1,0.5435308817283686,0.001,0.7369940876960754,1.0
18,1,18,1,1,0.6475039795201909,1.6799400221502658,1,0.5435308817283686,0.001,0.8909921050071716,1.0
19,1,19,-1,1,1.285926619404309,0.999122564627983,1,0.5435308817283686,0.001,0.4159981906414032,1.0
20,1,20,1,-1,0.028572789199081017,1.5527124808780992,1,0.5435308817283686,0.001,0.24600031971931458,1.0
21,1,21,-1,1,0.6985591177165807,0.9260178346194854,1,0.5435308817283686,0.001,0.8229929804801941,1.0
22,1,22,1,1,0.1414859136571493,1.6169601773715763,1,0.5435308817283686,0.001,0.1490001231431961,1.0
23,1,23,-1,-1,-0.2961409813220246,0.7520214739311147,1,0.5435308817283686,0.001,0.933991551399231,0.0
24,1,24,1,1,0.4947819304278379,1.660931983514896,1,0.5435308817283686,0.001,0.6189956068992615,1.0
25,1,25,-1,-1,-1.195899331071009,0.6400360626812756,1,0.5435308817283686,0.001,0.3979984223842621,1.0
26,1,26,-1,-1,1.2354834011131846,0.9426499759007143,1,0.5435308817283686,0.001,0.2899998128414154,1.0
27,1,27,1,-1,-0.33140256588387684,1.5079093532494219,1,0.5435308817283686,0.001,0.320999413728714,1.0
28,1,28,1,1,-0.350804985743184,1.5556888384178675,1,0.5435308817283686,0.001,0.59499591588974,1.0
29,1,29,-1,1,-0.5909841855915814,0.7655191438479817,1,0.5435308817283686,0.001,0.4999971091747284,1.0
30,1,30,1,1,0.7170682871778438,1.6885981108509995,1,0.5435308817283686,0.001,0.8309928774833679,1.0
31,1,31,1,-1,-0.8458713330245196,1.4438777202231592,1,0.5435308817283686,0.001,0.24500031769275665,1.0
32,1,32,1,-1,0.7025823995742551,1.6366008309281599,1,0.5435308817283686,0.001,0.5819960832595825,1.0
33,1,33,1,-1,0.2291482524295092,1.5776764345249343,1,0.5435308817283686,0.001,0.4049983322620392,1.0
34,1,34,-1,-1,-1.8380860728147237,0.5601084394550757,1,0.5435308817283686,0.001,2.063032865524292,1.0
35,1,35,-1,1,1.2700009837392658,0.9971404336926463,1,0.5435308817283686,0.001,0.3949984610080719,1.0
36,1,36,-1,-1,0.4629249222049465,0.8464960708002778,1,0.5435308817283686,0.001,0.6029958128929138,0.0
37,1,37,1,-1,0.42648617143640566,1.6022374380669853,1,0.5435308817283686,0.001,0.7499939203262329,1.0
38,1,38,-1,-1,0.13285709649819322,0.8054152837062508,1,0.5435308817283686,0.001,1.7550259828567505,1.0
39,1,39,1,-1,-1.559664242351596,1.3550378750352683,1,0.5435308817283686,0.001,0.6939946413040161,1.0
40,1,40,1,1,0.58450427868437,1.6720989752639719,1,0.5435308817283686,0.001,0.36499884724617004,1.0
41,1,41,-1,1,0.24398981073129145,0.8694413874006253,1,0.5435308817283686,0.001,0.8449926972389221,1.0
