,subj_idx,trial_idx,S,X,M,v,a,z,t,rt,response
0,1,0,-1,-1,-0.37595361094558244,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.2225573062896729,0.0
1,1,1,1,1,0.2579478958580226,0.5836409282515336,1.2651604199693844,0.498333796071443,0.7865593462961691,1.4695541858673096,1.0
2,1,2,-1,1,0.04025574269223353,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,3.4105515480041504,0.0
3,1,3,1,1,0.538047782655362,0.5836409282515336,1.2651604199693844,0.498333796071443,0.7865593462961691,0.9875595569610596,1.0
4,1,4,-1,-1,0.3562273236949478,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.8555532693862915,0.0
5,1,5,-1,1,-0.024854286574865547,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.170557975769043,0.0
6,1,6,1,1,0.4406596603912194,0.5836409282515336,1.2651604199693844,0.498333796071443,0.7865593462961691,1.144558310508728,1.0
7,1,7,1,1,1.9087848506984348,0.5836409282515336,1.2651604199693844,0.498333796071443,0.7865593462961691,1.3905551433563232,1.0
8,1,8,-1,-1,0.9800117020393286,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.053559422492981,0.0
9,1,9,-1,1,0.7274304100141851,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.2575567960739136,0.0
10,1,10,-1,-1,-2.9460318313695835,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.167557954788208,0.0
11,1,11,1,1,1.238179159750867,0.5836409282515336,1.2651604199693844,0.498333796071443,0.7865593462961691,5.51039981842041,1.0
12,1,12,-1,1,2.0706386170778726,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.3295559883117676,0.0
13,1,13,1,1,1.5051986171561542,0.5836409282515336,1.2651604199693844,0.498333796071443,0.7865593462961691,1.7165509462356567,1.0
14,1,14,-1,1,1.104439061683838,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.1905577182769775,0.0
15,1,15,1,-1,-0.2895935933870263,0.07359912711026051,1.2651604199693844,0.498333796071443,0.7865593462961691,2.4645817279815674,1.0
16,1,16,-1,1,1.4535286183177891,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.0395596027374268,0.0
17,1,17,-1,-1,-2.099888023042562,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.4215548038482666,0.0
18,1,18,1,-1,-2.397157082274415,0.07359912711026051,1.2651604199693844,0.498333796071443,0.7865593462961691,5.186423301696777,1.0
19,1,19,-1,-1,-2.141227994559072,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.3255560398101807,0.0
20,1,20,-1,1,0.9895397204086054,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.6805514097213745,0.0
21,1,21,-1,1,0.07566322205222953,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.8395525217056274,0.0
22,1,22,-1,-1,-1.5432243775237744,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.733550786972046,0.0
23,1,23,-1,-1,0.3750383382805611,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.3485556840896606,0.0
24,1,24,1,-1,-2.531973799549546,0.07359912711026051,1.2651604199693844,0.498333796071443,0.7865593462961691,5.053432464599609,1.0
25,1,25,-1,-1,-0.8949697721008575,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.2305572032928467,0.0
26,1,26,1,-1,1.2016968958558967,0.07359912711026051,1.2651604199693844,0.498333796071443,0.7865593462961691,1.3155560493469238,1.0
27,1,27,-1,1,1.0320666999204426,-1.553180484120274,1.2651604199693844,0.498333796071443,0.7865593462961691,1.3625555038452148,0.0
28,1,28,1,-1,-2.7661001126049576,0.07359912711026051,1.2651604199693844,0.498333796071443,0.7865593462961691,2.374577522277832,1.0
29,1,29,-1,-1,-2.3546078786405493,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,0.9965596199035645,0.0
30,1,30,1,-1,0.9047708868649822,0.07359912711026051,1.2651604199693844,0.498333796071443,0.7865593462961691,3.4035520553588867,1.0
31,1,31,-1,-1,-2.0290313124160813,-2.0632222852615474,1.2651604199693844,0.498333796071443,0.7865593462961691,1.2395570278167725,0.0
